text,aspect,label
"the hostess is rude as can be, the waiters can't stop to check in, the busboys are flinging stuff on your table, and that's true even when the restaurant is half empty!",miscellaneous,neutral
"After arguing about this and requesting tap water instead of a bottled variety, we were exiled to customer Siberia, and the staff seemed eager get us out of the restaurant as soon as possible.",food,neutral
"After arguing about this and requesting tap water instead of a bottled variety, we were exiled to customer Siberia, and the staff seemed eager get us out of the restaurant as soon as possible.",staff,negative
The waitress only stopped at our table to take our order and pick up the check.,staff,negative
The waitress only stopped at our table to take our order and pick up the check.,miscellaneous,neutral
The waitress only stopped at our table to take our order and pick up the check.,price,neutral
"The Food Mafrici's approach to modern Italian fare may seem gimmicky: The menu lists eight seasonal ingredients, each prepared as an appetizer, pasta and entree.",menu,neutral
"The Food Mafrici's approach to modern Italian fare may seem gimmicky: The menu lists eight seasonal ingredients, each prepared as an appetizer, pasta and entree.",ambience,positive
"The Food Mafrici's approach to modern Italian fare may seem gimmicky: The menu lists eight seasonal ingredients, each prepared as an appetizer, pasta and entree.",food,positive
We placed a delivery order - 2 pastas and a caprese and they took and 1 1/2 to get here and the food was inedible when we received it.,service,negative
We placed a delivery order - 2 pastas and a caprese and they took and 1 1/2 to get here and the food was inedible when we received it.,food,neutral
"A bright spot: the server was immeadiately apologetic and whisked problem plates away, and replacements were prompt.",staff,positive
"A bright spot: the server was immeadiately apologetic and whisked problem plates away, and replacements were prompt.",miscellaneous,neutral
The waiter recommended I choose a bottle for the entire meal.,staff,negative
The waiter recommended I choose a bottle for the entire meal.,food,neutral
") Scores of employees walking around, but no one seems to clear a plate or offer more drinks.",staff,negative
") Scores of employees walking around, but no one seems to clear a plate or offer more drinks.",food,neutral
"The steak au poivre certainly lives up to its lofty reputation, but it shuoldn't overshadow many of the other delicacies on the menu, such as the crab cakes and the frisee salad.",food,positive
"The steak au poivre certainly lives up to its lofty reputation, but it shuoldn't overshadow many of the other delicacies on the menu, such as the crab cakes and the frisee salad.",menu,neutral
Order ended up being double the price of a normal lunch.,price,negative
Order ended up being double the price of a normal lunch.,food,neutral
The service was adequate though we did need to keep asking for water and the drinks from the bar took a long time- plus the restaraurant was not crowded.,service,negative
The service was adequate though we did need to keep asking for water and the drinks from the bar took a long time- plus the restaraurant was not crowded.,food,positive
The service was adequate though we did need to keep asking for water and the drinks from the bar took a long time- plus the restaraurant was not crowded.,place,neutral
"We were a large party, over 6 people, and after our initial drinks, which included a couple bottles of wine, and order were taken we did not see a waiter or a busboy again for over an hour!!",food,neutral
"We were a large party, over 6 people, and after our initial drinks, which included a couple bottles of wine, and order were taken we did not see a waiter or a busboy again for over an hour!!",staff,negative
"Not only did we have to flag the waiter down every time for every course or request, but they spilled our drinks twice all over the table - and once was hot tea.",staff,negative
"Not only did we have to flag the waiter down every time for every course or request, but they spilled our drinks twice all over the table - and once was hot tea.",food,neutral
"Informal servers sashay past plastic chairs and patterned booths, ducking enormous lampshades with cheerful insouciance.",staff,negative
"Informal servers sashay past plastic chairs and patterned booths, ducking enormous lampshades with cheerful insouciance.",miscellaneous,neutral
"On the menu, there are many inexpensive snacks, drinks and meals to choose from.",menu,neutral
"On the menu, there are many inexpensive snacks, drinks and meals to choose from.",food,positive
"Party of 4 after a Sunday matinee, no reservation, seated promtply, but service was slow.",miscellaneous,negative
"Party of 4 after a Sunday matinee, no reservation, seated promtply, but service was slow.",service,negative
The space is grand with a very high ceiling although it is one of those places that they keep so dark you are not really sure what you are eating anyway.,place,neutral
The space is grand with a very high ceiling although it is one of those places that they keep so dark you are not really sure what you are eating anyway.,miscellaneous,negative
"This much heralded restaurant brought my wife and I some excitement as we walked in the door, but we were met with an awkward maitre'd who barely spoke to us at all and just seemed standoff-ish.",miscellaneous,neutral
"This much heralded restaurant brought my wife and I some excitement as we walked in the door, but we were met with an awkward maitre'd who barely spoke to us at all and just seemed standoff-ish.",staff,negative
"There are no price listed in the menu, and she will not provid them with a smile.",price,negative
"There are no price listed in the menu, and she will not provid them with a smile.",menu,neutral
"Nonetheless, we are looking forward to the next time for more pizza and the great service.",food,positive
"Nonetheless, we are looking forward to the next time for more pizza and the great service.",service,positive
Plenty of tables avail for no reservation in bar areain case you want to go on an expensive date for not so great food.,place,neutral
Plenty of tables avail for no reservation in bar areain case you want to go on an expensive date for not so great food.,food,positive
The pizza is baked in a wood burning oven and the flavor is fantastic.,food,positive
The pizza is baked in a wood burning oven and the flavor is fantastic.,ambience,positive
"When the ice cream cake I ordered didnt hold up in their regular freezers temperature, Giovanny immediately had a server run out and got an identical cake in 15 minutes.",miscellaneous,neutral
"When the ice cream cake I ordered didnt hold up in their regular freezers temperature, Giovanny immediately had a server run out and got an identical cake in 15 minutes.",staff,negative
"Upon reading the $44 prix fixe menu (a fair price for good food), we realized half of the Appetizers and Entrees required an additional supplement ranging from five dollars to $105!",menu,neutral
"Upon reading the $44 prix fixe menu (a fair price for good food), we realized half of the Appetizers and Entrees required an additional supplement ranging from five dollars to $105!",price,neutral
"Upon reading the $44 prix fixe menu (a fair price for good food), we realized half of the Appetizers and Entrees required an additional supplement ranging from five dollars to $105!",food,positive
"I've had Gnocchi from the Bronx to Coney Island and this place is, hands down, the best.",food,positive
"I've had Gnocchi from the Bronx to Coney Island and this place is, hands down, the best.",place,neutral
"Once the waitress cursed our table for not tipping enough after we had waited an hour to order and another half an hour just to get a drink, on top of this I had to find my own cutlery.",staff,negative
"Once the waitress cursed our table for not tipping enough after we had waited an hour to order and another half an hour just to get a drink, on top of this I had to find my own cutlery.",miscellaneous,neutral
"Once the waitress cursed our table for not tipping enough after we had waited an hour to order and another half an hour just to get a drink, on top of this I had to find my own cutlery.",food,neutral
"Perfect place to bring a date before the theater, a mother/ grandmother/ or aunt for their birthday, or friend for lunch.",place,neutral
"Perfect place to bring a date before the theater, a mother/ grandmother/ or aunt for their birthday, or friend for lunch.",food,neutral
"26 seats also has the most reasonable prices in NYC, it is a true gem.",miscellaneous,neutral
"26 seats also has the most reasonable prices in NYC, it is a true gem.",price,positive
"The bar was so crowded there was no point in ordering a drink, and when we were finally seated we got no service at all for 20 minutes.",service,negative
"The bar was so crowded there was no point in ordering a drink, and when we were finally seated we got no service at all for 20 minutes.",food,neutral
The food and drinks held up to eatery's rep and the service was just as good if not better.,food,positive
The food and drinks held up to eatery's rep and the service was just as good if not better.,service,neutral
"And then he'll forget to bring your drink every time you order one, won't pay attention to your table of 8, will give you unwarranted attitude, and never be friendly or smile.",food,neutral
"And then he'll forget to bring your drink every time you order one, won't pay attention to your table of 8, will give you unwarranted attitude, and never be friendly or smile.",service,negative
"On ouor visit, our reservation was ignored and then we were asked to move from our seats at the bar, where we were told to wait, because we were not drinking enough.",miscellaneous,neutral
"On ouor visit, our reservation was ignored and then we were asked to move from our seats at the bar, where we were told to wait, because we were not drinking enough.",place,neutral
"I went there for lunch a couple of times but whenever I went there (even though we pinpointed our order on menu), waitress messed up our order and they never said sorry.",food,neutral
"I went there for lunch a couple of times but whenever I went there (even though we pinpointed our order on menu), waitress messed up our order and they never said sorry.",menu,neutral
"I went there for lunch a couple of times but whenever I went there (even though we pinpointed our order on menu), waitress messed up our order and they never said sorry.",staff,negative
"I had reservations for a week but was seated at the worst table in the room,against a wall near the entrance to the kitchen,very claustaphobic.",miscellaneous,neutral
"I had reservations for a week but was seated at the worst table in the room,against a wall near the entrance to the kitchen,very claustaphobic.",food,neutral
"the sushi was good and the service was not as bad as some would have you think but the crowd was more business than hip, more wall st.",food,positive
"the sushi was good and the service was not as bad as some would have you think but the crowd was more business than hip, more wall st.",miscellaneous,positive
"We (naturally) asked for a discount when the bill came, and our waitress disappeared for a moment and offered us.",price,neutral
"We (naturally) asked for a discount when the bill came, and our waitress disappeared for a moment and offered us.",staff,negative
"Finally got our food after waiting a long time for oysters, doesn't take that long to shuck 'em, the place isn't that big, and it was OK.",food,positive
"Finally got our food after waiting a long time for oysters, doesn't take that long to shuck 'em, the place isn't that big, and it was OK.",miscellaneous,neutral
The attention to detail whether it's decor or service or menu made us feel fortunate to be part of the Camino Sur dining experience.,ambience,positive
The attention to detail whether it's decor or service or menu made us feel fortunate to be part of the Camino Sur dining experience.,service,neutral
The attention to detail whether it's decor or service or menu made us feel fortunate to be part of the Camino Sur dining experience.,menu,neutral
The attention to detail whether it's decor or service or menu made us feel fortunate to be part of the Camino Sur dining experience.,food,positive
"Oh, but on a brighter note, when the waiter poured water into my vodka glass by mistake, we got a free drink out of it.",staff,negative
"Oh, but on a brighter note, when the waiter poured water into my vodka glass by mistake, we got a free drink out of it.",miscellaneous,neutral
"we wanted to join another 2 top table to ours and the manager abruptly said, that won't work for us!",miscellaneous,neutral
"we wanted to join another 2 top table to ours and the manager abruptly said, that won't work for us!",staff,negative
"Everyone says that their round slice is no good, but the Sicilian is so good that I have never tried the round.",miscellaneous,negative
"Everyone says that their round slice is no good, but the Sicilian is so good that I have never tried the round.",food,positive
"Got a seat quick, and had some weird fill-out order form for a hard to understand menu.",miscellaneous,neutral
"Got a seat quick, and had some weird fill-out order form for a hard to understand menu.",menu,neutral
The hostess kept me waiting 10 minutes (attempting to read seating chart which I assume was in cyrillic) before determining whether she could seat us.,staff,negative
The hostess kept me waiting 10 minutes (attempting to read seating chart which I assume was in cyrillic) before determining whether she could seat us.,service,negative
The hostess kept me waiting 10 minutes (attempting to read seating chart which I assume was in cyrillic) before determining whether she could seat us.,place,neutral
My husband doesn't like vegetables and made a point to ask the waiter if he could have a side of pasta instead.,food,neutral
My husband doesn't like vegetables and made a point to ask the waiter if he could have a side of pasta instead.,staff,negative
My wife and I invited our friends to a late dinner and were having drinks afterwards when the manager instructed the waitress not to serve us any more drinks as it was bottle service.,food,neutral
My wife and I invited our friends to a late dinner and were having drinks afterwards when the manager instructed the waitress not to serve us any more drinks as it was bottle service.,staff,negative
We told the manager it was not worth a few appetizers to be treated that way and left.,staff,negative
We told the manager it was not worth a few appetizers to be treated that way and left.,food,neutral
"While the recently added outdoor seating was what drew me and my friend to the restaurant, the food, service and overall experience were what drove us out!",place,neutral
"While the recently added outdoor seating was what drew me and my friend to the restaurant, the food, service and overall experience were what drove us out!",service,positive
I planned a holiday dinner at Kurio and we ended up waiting two hours for the appetizers.,food,neutral
I planned a holiday dinner at Kurio and we ended up waiting two hours for the appetizers.,service,negative
"To make matters worse, the waitress followed us out, and demanded that we leave a better tip.",staff,negative
"To make matters worse, the waitress followed us out, and demanded that we leave a better tip.",price,neutral
the heroes are enough for lunch and dinner.,miscellaneous,neutral
the heroes are enough for lunch and dinner.,food,neutral
I haven't tried a lot of their menu however their appitizers are tasty and fairly priced.,menu,neutral
I haven't tried a lot of their menu however their appitizers are tasty and fairly priced.,food,positive
I haven't tried a lot of their menu however their appitizers are tasty and fairly priced.,price,neutral
Would go back when I was ordering off the regular menu and give the steak a try.,menu,neutral
Would go back when I was ordering off the regular menu and give the steak a try.,food,positive
My dining experience with friends started off very badly - 40 minute wait WITH a reservation and having to repeatedly ask for bread and water - but ended on a better note.,food,neutral
My dining experience with friends started off very badly - 40 minute wait WITH a reservation and having to repeatedly ask for bread and water - but ended on a better note.,service,negative
My dining experience with friends started off very badly - 40 minute wait WITH a reservation and having to repeatedly ask for bread and water - but ended on a better note.,miscellaneous,neutral
"Our waiter never once asked how everything was, as I suspect he knew the kitchen was producing seriously average food.",staff,negative
"Our waiter never once asked how everything was, as I suspect he knew the kitchen was producing seriously average food.",place,neutral
"Our waiter never once asked how everything was, as I suspect he knew the kitchen was producing seriously average food.",food,neutral
"90 for a porterhouse steak for 2 (ordered medium-rare, delivered well-done, dry and tasteless) and I'm not even full.",food,positive
"90 for a porterhouse steak for 2 (ordered medium-rare, delivered well-done, dry and tasteless) and I'm not even full.",service,positive
"The waiters were rude, and the appetizer dip had bits of bread in it from someone else's dinner.",staff,negative
"The waiters were rude, and the appetizer dip had bits of bread in it from someone else's dinner.",food,neutral
Space gets kind of crowded in there--because it's so popular--but it's worth the wait because the food is very good.,place,positive
Space gets kind of crowded in there--because it's so popular--but it's worth the wait because the food is very good.,service,positive
Space gets kind of crowded in there--because it's so popular--but it's worth the wait because the food is very good.,food,positive
But the place is so great that patrons don't mind waiting outside rather than go to another restaurant which you can find at least 10 in short walking distance.,place,neutral
But the place is so great that patrons don't mind waiting outside rather than go to another restaurant which you can find at least 10 in short walking distance.,service,neutral
"Despite him not being my designated server, he basically took over for our inexperienced waiter the rest of the dinner.",staff,negative
"Despite him not being my designated server, he basically took over for our inexperienced waiter the rest of the dinner.",food,neutral
"I went here for a fun dinner with friends - they do not take reservations during the week, but we were seated pretty swiftly for a Friday night, having had a delicious glass of Spanish wine at the bar.",food,neutral
"I went here for a fun dinner with friends - they do not take reservations during the week, but we were seated pretty swiftly for a Friday night, having had a delicious glass of Spanish wine at the bar.",place,neutral
"It had not been made fresh at the bar, but kept in the freezer till we ordered, they also forgot our soup, kept us waiting for the frozen sushi for close to an hour.",place,neutral
"It had not been made fresh at the bar, but kept in the freezer till we ordered, they also forgot our soup, kept us waiting for the frozen sushi for close to an hour.",food,neutral
"It had not been made fresh at the bar, but kept in the freezer till we ordered, they also forgot our soup, kept us waiting for the frozen sushi for close to an hour.",service,negative
"There is a huge line, usually a 45 minute wait; they take no reservations and no tables of more than five people.",service,negative
"There is a huge line, usually a 45 minute wait; they take no reservations and no tables of more than five people.",miscellaneous,negative
"There is a huge line, usually a 45 minute wait; they take no reservations and no tables of more than five people.",place,negative
Great deal for lunch; came to something like $11 with tip and tax!,food,neutral
Great deal for lunch; came to something like $11 with tip and tax!,price,neutral
"The wine list is good, and overall it is not too expensive, though, and the atmosphere is very dark and brick-covered, much like any damp basement.",food,positive
"The wine list is good, and overall it is not too expensive, though, and the atmosphere is very dark and brick-covered, much like any damp basement.",ambience,positive
The menu is a bit different and all of the selections are pretty tasty.,menu,neutral
The menu is a bit different and all of the selections are pretty tasty.,miscellaneous,positive
This newly opened restaurant is another one of those Indian places that has a hugely promising menu and a greatly disappointing food.,menu,neutral
This newly opened restaurant is another one of those Indian places that has a hugely promising menu and a greatly disappointing food.,food,negative
"We ordered the recommended dessert ahead of time as they suggested but when it came time for it, the waiter had forgotten it.",food,neutral
"We ordered the recommended dessert ahead of time as they suggested but when it came time for it, the waiter had forgotten it.",staff,negative
In a room decorated with beautiful Ottoman antiques and artwork you can pick exceptional mezzes (appetizers) from a selection presented by a super-friendly staff or order lip-smacking dishes (especially if you like lamb) from the menu.,staff,positive
In a room decorated with beautiful Ottoman antiques and artwork you can pick exceptional mezzes (appetizers) from a selection presented by a super-friendly staff or order lip-smacking dishes (especially if you like lamb) from the menu.,food,positive
In a room decorated with beautiful Ottoman antiques and artwork you can pick exceptional mezzes (appetizers) from a selection presented by a super-friendly staff or order lip-smacking dishes (especially if you like lamb) from the menu.,menu,neutral
"Although the portions seemed a little diminutive at first, they turned out to be the perfect size once the dinner was over.",miscellaneous,negative
"Although the portions seemed a little diminutive at first, they turned out to be the perfect size once the dinner was over.",food,neutral
"However, the service has SIGNIFICANTLY declined since they expanded into the back room.",service,negative
"However, the service has SIGNIFICANTLY declined since they expanded into the back room.",place,neutral
"I noticed many of the other comments had negative things to say about the service and food - my thoughts and suggestions are: eat at the bar to avoid a rude waiter or bad service here and Artisanal's reputation is based on the cheese, get the CHEESE and not the steak or whatever.",food,positive
"I noticed many of the other comments had negative things to say about the service and food - my thoughts and suggestions are: eat at the bar to avoid a rude waiter or bad service here and Artisanal's reputation is based on the cheese, get the CHEESE and not the steak or whatever.",place,neutral
"I noticed many of the other comments had negative things to say about the service and food - my thoughts and suggestions are: eat at the bar to avoid a rude waiter or bad service here and Artisanal's reputation is based on the cheese, get the CHEESE and not the steak or whatever.",staff,negative
The mole sauce is not too sweet and adds a nice flavor to the otherwise bland chicken.,ambience,positive
The mole sauce is not too sweet and adds a nice flavor to the otherwise bland chicken.,food,positive
The waitress waited until I went to the bathroom to ask my friend to order more food.,staff,negative
The waitress waited until I went to the bathroom to ask my friend to order more food.,food,neutral
"You have to be comfortable eating with your hands, sharing the same plate with your friends and be able to handle spicy food (not as spicy as some thai dishes though).",miscellaneous,neutral
"You have to be comfortable eating with your hands, sharing the same plate with your friends and be able to handle spicy food (not as spicy as some thai dishes though).",food,positive
"The waitstaff was helpful but watch out, after you pay your hefty bill managment will ask you to leave if they think you've lingered too long.",staff,negative
"The waitstaff was helpful but watch out, after you pay your hefty bill managment will ask you to leave if they think you've lingered too long.",price,neutral
"It's a place for the owner staff's friends, so if you're not one of them, you're in for a wait.",staff,negative
"It's a place for the owner staff's friends, so if you're not one of them, you're in for a wait.",service,negative
When I was there with a friend the waiter who served us was pretty friendly.,staff,positive
When I was there with a friend the waiter who served us was pretty friendly.,service,positive
"i mean the place was empty and it seemed to take for ever to get food, drink or the check.",place,neutral
"i mean the place was empty and it seemed to take for ever to get food, drink or the check.",food,neutral
The salads were amazing in themselves - mixed greens andtomato wedges in a delicious balsamic vinagrette with slices of Italian bread with warm goat cheese.,food,positive
The salads were amazing in themselves - mixed greens andtomato wedges in a delicious balsamic vinagrette with slices of Italian bread with warm goat cheese.,miscellaneous,neutral
"We were a party of six and I had tried almost everything that was on the table, and had I been rich I would have hired the chef to cook only for me!",miscellaneous,neutral
"We were a party of six and I had tried almost everything that was on the table, and had I been rich I would have hired the chef to cook only for me!",staff,negative
Service was good except the waitress brought over the check before I asked her.,service,negative
Service was good except the waitress brought over the check before I asked her.,staff,negative
"Excellent Steaks, the attitude of the Servers could be a little better but the food makes up for everything.",food,positive
"Excellent Steaks, the attitude of the Servers could be a little better but the food makes up for everything.",service,positive
"Excellent Steaks, the attitude of the Servers could be a little better but the food makes up for everything.",staff,positive
"I agree that the wait staff wasn't very friendly, but the service was adequate and our food arrived without too much of a wait.",staff,positive
"I agree that the wait staff wasn't very friendly, but the service was adequate and our food arrived without too much of a wait.",service,positive
"I agree that the wait staff wasn't very friendly, but the service was adequate and our food arrived without too much of a wait.",food,neutral
We had to flag the waitress down to get a drink refill and waited an extrodinarily long time for our entrees.,staff,negative
We had to flag the waitress down to get a drink refill and waited an extrodinarily long time for our entrees.,food,neutral
"But the price tag was high, and the food was comparable to a Las Vegas buffet for flavor and quality.",price,neutral
"But the price tag was high, and the food was comparable to a Las Vegas buffet for flavor and quality.",food,positive
"Definitely make reservations if you can -- they'll honor them, and you can skip the massive wait!",miscellaneous,neutral
"Definitely make reservations if you can -- they'll honor them, and you can skip the massive wait!",service,positive
"Amarin's food is always fresh, although the quality does vary--avoid ordering on Friday Saturday nights, prime dining hours, when they seem to throw things togehter a little too haphazardly.",food,positive
"Amarin's food is always fresh, although the quality does vary--avoid ordering on Friday Saturday nights, prime dining hours, when they seem to throw things togehter a little too haphazardly.",miscellaneous,negative
My nice waitress even came running out of the restaurant to hand me a tiny box I had forgotten on the table.,staff,positive
My nice waitress even came running out of the restaurant to hand me a tiny box I had forgotten on the table.,miscellaneous,neutral
"While I would agree with the initial review that Asia de Cuba isn't really Asian or Cuban in its decor, the food was a nice fusion.",ambience,positive
"While I would agree with the initial review that Asia de Cuba isn't really Asian or Cuban in its decor, the food was a nice fusion.",food,positive
"We waited half an hour just to get menus, and watched another table of 10 people leave because they had been ignored by the (single) waiter.",menu,neutral
"We waited half an hour just to get menus, and watched another table of 10 people leave because they had been ignored by the (single) waiter.",staff,negative
"The night I was there, besides extraordinary food and service, the owners; Carmelo Leotta and Pietro Cinquemani were belting out Mario Lanzi tunes on the Steinway piano.",food,neutral
"The night I was there, besides extraordinary food and service, the owners; Carmelo Leotta and Pietro Cinquemani were belting out Mario Lanzi tunes on the Steinway piano.",service,positive
"The night I was there, besides extraordinary food and service, the owners; Carmelo Leotta and Pietro Cinquemani were belting out Mario Lanzi tunes on the Steinway piano.",staff,positive
The kicker was when there were three items on our check that were priced higher than stated on the menu and by the server.,price,neutral
The kicker was when there were three items on our check that were priced higher than stated on the menu and by the server.,menu,neutral
The kicker was when there were three items on our check that were priced higher than stated on the menu and by the server.,staff,negative
"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",miscellaneous,neutral
"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",food,neutral
"We started ordering wine and, since we don't know much about it, we decided to let the waiter choose for us; we were pleased with his recommendation.",food,neutral
"We started ordering wine and, since we don't know much about it, we decided to let the waiter choose for us; we were pleased with his recommendation.",staff,positive
"We were seated promptly there were a few people waiting in the bar, but had ordered quickly been at the table less than 45 mins.",service,negative
"We were seated promptly there were a few people waiting in the bar, but had ordered quickly been at the table less than 45 mins.",place,neutral
"The hostess failed to give us menus, and we had to ask our waiter for them.",staff,negative
"The hostess failed to give us menus, and we had to ask our waiter for them.",menu,neutral
"Service was good, except for a very long gap between appetizers (which came out too quickly) and entree (whick took another 45 minutes to arrive).",service,negative
"Service was good, except for a very long gap between appetizers (which came out too quickly) and entree (whick took another 45 minutes to arrive).",food,positive
"They moved us upstairs to an area where they were setting up for a private party -- we had no server, and had to flag down people setting up for the party to get us drinks, silverware, water, etc.",staff,negative
"They moved us upstairs to an area where they were setting up for a private party -- we had no server, and had to flag down people setting up for the party to get us drinks, silverware, water, etc.",food,neutral
and don't be ashamed to ask for more during the hour long wait for your entrees.,service,negative
and don't be ashamed to ask for more during the hour long wait for your entrees.,food,neutral
"The Food The casual Middle Eastern menu looks familar, but the food--made to order in the open kitchen--is a notch above its peers.",menu,neutral
"The Food The casual Middle Eastern menu looks familar, but the food--made to order in the open kitchen--is a notch above its peers.",place,positive
The waitress was friendly but did not know the menu and had to run to the kitchen after each question.,staff,negative
The waitress was friendly but did not know the menu and had to run to the kitchen after each question.,menu,neutral
"The ambience was all wrong, the bar opened into the main dining room causing the noise to flow into the room.",ambience,negative
"The ambience was all wrong, the bar opened into the main dining room causing the noise to flow into the room.",place,neutral
"Wish the Greenwich street location had more seating like their 2nd Ave location, because one invariably leaves it smelling of grease.",place,neutral
"Wish the Greenwich street location had more seating like their 2nd Ave location, because one invariably leaves it smelling of grease.",food,neutral
"After two terrific meals in the dining room, we opted to sit at the bar on our third visit.",food,neutral
"After two terrific meals in the dining room, we opted to sit at the bar on our third visit.",place,neutral
"If you don't mind eating great thai food in a schnazzy ambience with a hop hip lunch crowd, then come on over to SPICE.",food,positive
"If you don't mind eating great thai food in a schnazzy ambience with a hop hip lunch crowd, then come on over to SPICE.",ambience,positive
"If you don't mind eating great thai food in a schnazzy ambience with a hop hip lunch crowd, then come on over to SPICE.",miscellaneous,positive
They charge $24 for entrees and ask additional price of $3 for rice or $6 for vegetables as side dish!,food,neutral
They charge $24 for entrees and ask additional price of $3 for rice or $6 for vegetables as side dish!,price,neutral
*There is a pre-theatre dinner menu for early diners that is of great value.,menu,neutral
*There is a pre-theatre dinner menu for early diners that is of great value.,price,positive
"The only other negative, we found the waiter to be slightly pompous, and when I asked him some very basic wine questions, he was lost.",staff,negative
"The only other negative, we found the waiter to be slightly pompous, and when I asked him some very basic wine questions, he was lost.",food,neutral
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",price,neutral
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral
I even had a waiter who was carrying a tray of beers actually TELL me to get out of the way as I was making my way towards the door.,staff,negative
I even had a waiter who was carrying a tray of beers actually TELL me to get out of the way as I was making my way towards the door.,food,neutral
We were never offered dessert because our waiter spent about 20 minutes at the bar calculating the checks instead.,food,neutral
We were never offered dessert because our waiter spent about 20 minutes at the bar calculating the checks instead.,staff,negative
We were never offered dessert because our waiter spent about 20 minutes at the bar calculating the checks instead.,place,neutral
(they should if you are willing to spend $400 on dinner) if the owner of this restaurant saw how the staff was acting he would fire ALL of them.,food,neutral
(they should if you are willing to spend $400 on dinner) if the owner of this restaurant saw how the staff was acting he would fire ALL of them.,staff,negative
"We ordered one of the specials our decent waiter mentioned, and one of the chicken dishes off the menu.",food,positive
"We ordered one of the specials our decent waiter mentioned, and one of the chicken dishes off the menu.",staff,positive
"We ordered one of the specials our decent waiter mentioned, and one of the chicken dishes off the menu.",menu,neutral
About the wait - be prepared to - it isn't just anyplace offering top notch cuisine for about $25 all in.,service,neutral
About the wait - be prepared to - it isn't just anyplace offering top notch cuisine for about $25 all in.,food,positive
"The third time, after, an hour and a half of waiting, my friend went up to the host to check the status.",service,negative
"The third time, after, an hour and a half of waiting, my friend went up to the host to check the status.",staff,negative
Went to dinner on a Friday night and the place was packed and hot.,food,negative
Went to dinner on a Friday night and the place was packed and hot.,place,neutral
"Instead of going to a fun lounge after dinner, as planned, everyone had paid so much, that we went to a dive bar for the rest of the night for cheap drinks.",food,neutral
"Instead of going to a fun lounge after dinner, as planned, everyone had paid so much, that we went to a dive bar for the rest of the night for cheap drinks.",place,neutral
"I've never been able to find a lunch place in the midtown with the same quality and service, until now.",food,positive
"I've never been able to find a lunch place in the midtown with the same quality and service, until now.",miscellaneous,neutral
"I've never been able to find a lunch place in the midtown with the same quality and service, until now.",service,positive
"Trendy decor doesn't make up for the avg food, adequate service and relatively high prices.",food,positive
"Trendy decor doesn't make up for the avg food, adequate service and relatively high prices.",service,negative
"Trendy decor doesn't make up for the avg food, adequate service and relatively high prices.",price,negative
A popular diner in the Metro Tch Brooklyn area catering to local brooklyn ites or the wall street financial back office employees of Metrotech.,place,neutral
A popular diner in the Metro Tch Brooklyn area catering to local brooklyn ites or the wall street financial back office employees of Metrotech.,staff,positive
"The space is cool, but the food and service were awful.",place,positive
"The space is cool, but the food and service were awful.",food,positive
"The space is cool, but the food and service were awful.",service,negative
Generous portions of rice porridge and noodles really hit the spot after fighting the crowds on a busy weekend in Chinatown.,food,positive
Generous portions of rice porridge and noodles really hit the spot after fighting the crowds on a busy weekend in Chinatown.,miscellaneous,neutral
The service was horrible- the 'manager' took my our order - did not write it down- and two of us were given the wrong apps and or entrees.,service,negative
The service was horrible- the 'manager' took my our order - did not write it down- and two of us were given the wrong apps and or entrees.,food,neutral
This review is based on breakfast/brunch: I called on Saturday for a table the next day (knowing it was unlikely that I'd get one) and the reservations person told me that there were no tables available.,miscellaneous,neutral
This review is based on breakfast/brunch: I called on Saturday for a table the next day (knowing it was unlikely that I'd get one) and the reservations person told me that there were no tables available.,place,neutral
"our waitress couldn't explain or describe the specials to us, and a group of five people seemed to overwhelm her.",staff,negative
"our waitress couldn't explain or describe the specials to us, and a group of five people seemed to overwhelm her.",food,neutral
"Count on fresh, fairly priced cuts of fish that represent a good value, even if portions are a bit on the small side.",food,positive
"Count on fresh, fairly priced cuts of fish that represent a good value, even if portions are a bit on the small side.",miscellaneous,negative
The waiters seemed annoyed we all ordered the restaurant week menu and were going to cut into their tips.,staff,negative
The waiters seemed annoyed we all ordered the restaurant week menu and were going to cut into their tips.,menu,neutral
We asked for bread plates when the bread was brought to the table and the server's response was management has decided not to offer bread plates.,miscellaneous,neutral
We asked for bread plates when the bread was brought to the table and the server's response was management has decided not to offer bread plates.,staff,negative
When we asked the waiter for water - he gave us dirty looks and it took at least 15 minutes to get it.,staff,negative
When we asked the waiter for water - he gave us dirty looks and it took at least 15 minutes to get it.,food,neutral
The place was not crowded for dinner on a Sunday night at 8:30pm.,place,neutral
The place was not crowded for dinner on a Sunday night at 8:30pm.,food,neutral
"The service was warm, but it took forever to get the check.",service,negative
"The service was warm, but it took forever to get the check.",price,neutral
People at the next table were complaining how horrible their house wine was.,miscellaneous,neutral
People at the next table were complaining how horrible their house wine was.,food,neutral
I went to the tasting before Nobu opened and the menu and service has greatly improved since then.,menu,neutral
I went to the tasting before Nobu opened and the menu and service has greatly improved since then.,service,positive
They lost our reservations and the manager quickly came over and apologized and then gave us a free round of drinks and free dessert.,miscellaneous,neutral
They lost our reservations and the manager quickly came over and apologized and then gave us a free round of drinks and free dessert.,staff,positive
